# WebToApp UI design-system historical debt baseline.
# Format: relative/path.kt|rule_key|allowed_count
# Regenerate only after intentionally accepting a new migration checkpoint.
app/src/main/java/com/webtoapp/ui/components/ActivationCodeCard.kt|raw_corner_shape|12
app/src/main/java/com/webtoapp/ui/components/ActivationCodeCard.kt|raw_surface|6
app/src/main/java/com/webtoapp/ui/components/ActivationCodeCard.kt|raw_button|1
app/src/main/java/com/webtoapp/ui/components/AutoRefreshCountdownOverlay.kt|raw_corner_shape|1
app/src/main/java/com/webtoapp/ui/components/AutoRefreshCountdownOverlay.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/components/AutoStartCard.kt|raw_corner_shape|6
app/src/main/java/com/webtoapp/ui/components/AutoStartCard.kt|raw_card|1
app/src/main/java/com/webtoapp/ui/components/AutoStartCard.kt|raw_surface|6
app/src/main/java/com/webtoapp/ui/components/BgmCard.kt|raw_surface|2
app/src/main/java/com/webtoapp/ui/components/BgmSelector.kt|raw_corner_shape|3
app/src/main/java/com/webtoapp/ui/components/BgmSelector.kt|raw_surface|9
app/src/main/java/com/webtoapp/ui/components/BrowserDisguiseConfigCard.kt|raw_corner_shape|10
app/src/main/java/com/webtoapp/ui/components/BrowserDisguiseConfigCard.kt|raw_surface|5
app/src/main/java/com/webtoapp/ui/components/CodeSnippetSelector.kt|raw_corner_shape|10
app/src/main/java/com/webtoapp/ui/components/CodeSnippetSelector.kt|raw_surface|8
app/src/main/java/com/webtoapp/ui/components/ColorPickerDialog.kt|raw_corner_shape|2
app/src/main/java/com/webtoapp/ui/components/DisguiseConfigCard.kt|raw_corner_shape|8
app/src/main/java/com/webtoapp/ui/components/DisguiseConfigCard.kt|raw_surface|5
app/src/main/java/com/webtoapp/ui/components/DnsConfigCard.kt|raw_corner_shape|2
app/src/main/java/com/webtoapp/ui/components/DnsConfigCard.kt|raw_card|1
app/src/main/java/com/webtoapp/ui/components/EncryptionConfigCard.kt|raw_corner_shape|1
app/src/main/java/com/webtoapp/ui/components/EncryptionConfigCard.kt|raw_card|1
app/src/main/java/com/webtoapp/ui/components/EnhancedActivationDialog.kt|raw_corner_shape|6
app/src/main/java/com/webtoapp/ui/components/EnhancedActivationDialog.kt|raw_surface|3
app/src/main/java/com/webtoapp/ui/components/ForcedRunConfigCard.kt|raw_card|4
app/src/main/java/com/webtoapp/ui/components/ForcedRunCountdownOverlay.kt|raw_corner_shape|1
app/src/main/java/com/webtoapp/ui/components/ForcedRunCountdownOverlay.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/components/IconGeneratorDialog.kt|raw_corner_shape|7
app/src/main/java/com/webtoapp/ui/components/IconGeneratorDialog.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/components/IconLibraryDialog.kt|raw_corner_shape|4
app/src/main/java/com/webtoapp/ui/components/IconLibraryDialog.kt|raw_card|1
app/src/main/java/com/webtoapp/ui/components/IconLibraryDialog.kt|raw_surface|2
app/src/main/java/com/webtoapp/ui/components/IconPickerWithLibrary.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/components/IsolationConfigCard.kt|raw_corner_shape|2
app/src/main/java/com/webtoapp/ui/components/IsolationConfigCard.kt|raw_card|1
app/src/main/java/com/webtoapp/ui/components/LanguageSelector.kt|raw_card|2
app/src/main/java/com/webtoapp/ui/components/LiquidGlassEffect.kt|hardcoded_color|4
app/src/main/java/com/webtoapp/ui/components/LongPressMenu.kt|hardcoded_color|6
app/src/main/java/com/webtoapp/ui/components/LongPressMenu.kt|raw_corner_shape|10
app/src/main/java/com/webtoapp/ui/components/LongPressMenu.kt|raw_surface|8
app/src/main/java/com/webtoapp/ui/components/LrcEditorDialog.kt|raw_corner_shape|2
app/src/main/java/com/webtoapp/ui/components/LrcEditorDialog.kt|raw_surface|5
app/src/main/java/com/webtoapp/ui/components/ManualLrcAligner.kt|raw_corner_shape|3
app/src/main/java/com/webtoapp/ui/components/ManualLrcAligner.kt|raw_card|2
app/src/main/java/com/webtoapp/ui/components/ManualLrcAligner.kt|raw_surface|4
app/src/main/java/com/webtoapp/ui/components/NotificationConfigCard.kt|raw_corner_shape|1
app/src/main/java/com/webtoapp/ui/components/NotificationConfigCard.kt|raw_card|1
app/src/main/java/com/webtoapp/ui/components/OnlineMusicSearchDialog.kt|raw_corner_shape|5
app/src/main/java/com/webtoapp/ui/components/OnlineMusicSearchDialog.kt|raw_card|2
app/src/main/java/com/webtoapp/ui/components/OnlineMusicSearchDialog.kt|raw_surface|3
app/src/main/java/com/webtoapp/ui/components/PremiumComponents.kt|raw_button|1
app/src/main/java/com/webtoapp/ui/components/QrCodeShareDialog.kt|raw_corner_shape|6
app/src/main/java/com/webtoapp/ui/components/QrCodeShareDialog.kt|raw_card|1
app/src/main/java/com/webtoapp/ui/components/RuntimeScreenComponents.kt|raw_corner_shape|5
app/src/main/java/com/webtoapp/ui/components/RuntimeScreenComponents.kt|raw_card|2
app/src/main/java/com/webtoapp/ui/components/RuntimeScreenComponents.kt|raw_surface|4
app/src/main/java/com/webtoapp/ui/components/SampleProjectCard.kt|raw_corner_shape|3
app/src/main/java/com/webtoapp/ui/components/Shimmer.kt|hardcoded_color|2
app/src/main/java/com/webtoapp/ui/components/Shimmer.kt|raw_corner_shape|7
app/src/main/java/com/webtoapp/ui/components/StatusBarConfigCard.kt|raw_corner_shape|6
app/src/main/java/com/webtoapp/ui/components/StatusBarImageCropper.kt|raw_corner_shape|3
app/src/main/java/com/webtoapp/ui/components/StatusBarImageCropper.kt|raw_card|2
app/src/main/java/com/webtoapp/ui/components/TypedSampleProjectCard.kt|raw_corner_shape|3
app/src/main/java/com/webtoapp/ui/components/VideoTrimmer.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/components/VirtualNavigationBar.kt|hardcoded_color|2
app/src/main/java/com/webtoapp/ui/components/VirtualNavigationBar.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/components/WtaCodeEditorDialog.kt|raw_surface|5
app/src/main/java/com/webtoapp/ui/components/WtaErrorView.kt|raw_corner_shape|1
app/src/main/java/com/webtoapp/ui/components/WtaErrorView.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/components/announcement/AnnouncementTemplates.kt|hardcoded_color|28
app/src/main/java/com/webtoapp/ui/components/announcement/AnnouncementTemplates.kt|raw_corner_shape|13
app/src/main/java/com/webtoapp/ui/components/announcement/AnnouncementTemplates.kt|raw_card|3
app/src/main/java/com/webtoapp/ui/components/announcement/AnnouncementTemplates.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/components/announcement/AnnouncementTemplates.kt|raw_button|1
app/src/main/java/com/webtoapp/ui/screens/AboutScreen.kt|raw_corner_shape|1
app/src/main/java/com/webtoapp/ui/screens/AiSettingsScreen.kt|raw_corner_shape|2
app/src/main/java/com/webtoapp/ui/screens/AiSettingsScreen.kt|raw_surface|10
app/src/main/java/com/webtoapp/ui/screens/BatchImportDialog.kt|raw_surface|2
app/src/main/java/com/webtoapp/ui/screens/CreateAppScreen.kt|raw_corner_shape|2
app/src/main/java/com/webtoapp/ui/screens/CreateAppScreen.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/screens/CreateAppScreen.kt|raw_button|1
app/src/main/java/com/webtoapp/ui/screens/CreateAppSplashCard.kt|raw_surface|2
app/src/main/java/com/webtoapp/ui/screens/CreateAppUserScripts.kt|raw_corner_shape|1
app/src/main/java/com/webtoapp/ui/screens/CreateAppUserScripts.kt|raw_card|1
app/src/main/java/com/webtoapp/ui/screens/CreateAppUserScripts.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/screens/CreateAppWebViewCards.kt|raw_corner_shape|13
app/src/main/java/com/webtoapp/ui/screens/CreateAppWebViewCards.kt|raw_surface|8
app/src/main/java/com/webtoapp/ui/screens/CreateFrontendAppScreen.kt|raw_corner_shape|3
app/src/main/java/com/webtoapp/ui/screens/CreateFrontendAppScreen.kt|raw_surface|2
app/src/main/java/com/webtoapp/ui/screens/CreateGalleryAppScreen.kt|raw_corner_shape|7
app/src/main/java/com/webtoapp/ui/screens/CreateGalleryAppScreen.kt|raw_surface|5
app/src/main/java/com/webtoapp/ui/screens/CreateGoAppScreen.kt|raw_corner_shape|7
app/src/main/java/com/webtoapp/ui/screens/CreateGoAppScreen.kt|raw_surface|8
app/src/main/java/com/webtoapp/ui/screens/CreateHtmlAppScreen.kt|raw_corner_shape|6
app/src/main/java/com/webtoapp/ui/screens/CreateHtmlAppScreen.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/screens/CreateMediaAppScreen.kt|raw_corner_shape|16
app/src/main/java/com/webtoapp/ui/screens/CreateMediaAppScreen.kt|raw_surface|7
app/src/main/java/com/webtoapp/ui/screens/CreateMultiWebAppScreen.kt|raw_corner_shape|10
app/src/main/java/com/webtoapp/ui/screens/CreateMultiWebAppScreen.kt|raw_card|2
app/src/main/java/com/webtoapp/ui/screens/CreateMultiWebAppScreen.kt|raw_surface|3
app/src/main/java/com/webtoapp/ui/screens/CreateMultiWebAppScreen.kt|raw_button|2
app/src/main/java/com/webtoapp/ui/screens/CreateOfflinePackScreen.kt|raw_corner_shape|3
app/src/main/java/com/webtoapp/ui/screens/CreateOfflinePackScreen.kt|raw_surface|2
app/src/main/java/com/webtoapp/ui/screens/CreatePhpAppScreen.kt|raw_corner_shape|3
app/src/main/java/com/webtoapp/ui/screens/CreatePhpAppScreen.kt|raw_surface|4
app/src/main/java/com/webtoapp/ui/screens/CreatePythonAppScreen.kt|raw_corner_shape|8
app/src/main/java/com/webtoapp/ui/screens/CreatePythonAppScreen.kt|raw_surface|9
app/src/main/java/com/webtoapp/ui/screens/DeviceDisguiseCard.kt|raw_corner_shape|8
app/src/main/java/com/webtoapp/ui/screens/DeviceDisguiseCard.kt|raw_surface|6
app/src/main/java/com/webtoapp/ui/screens/HomeScreen.kt|raw_corner_shape|1
app/src/main/java/com/webtoapp/ui/screens/HomeScreen.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/screens/HostsAdBlockScreen.kt|raw_surface|1
app/src/main/java/com/webtoapp/ui/screens/InstallProjectDepsCard.kt|raw_corner_shape|2
app/src/main/java/com/webtoapp/ui/screens/LinuxEnvironmentScreen.kt|raw_corner_shape|11
app/src/main/java/com/webtoapp/ui/screens/PermissionConfigScreen.kt|raw_corner_shape|5
app/src/main/java/com/webtoapp/ui/screens/PermissionConfigScreen.kt|raw_surface|5
app/src/main/java/com/webtoapp/ui/screens/PlayStoreScreen.kt|hardcoded_color|7
app/src/main/java/com/webtoapp/ui/screens/PlayStoreScreen.kt|raw_corner_shape|3
